customer_id,age,income,tenure_years,support_calls,monthly_spend,contract_type,has_auto_pay,churn
CUST-00895,59,80636.04,10,3,97.87,Month-to-month,0,0
CUST-00896,46,69711.94,12,3,126.48,Month-to-month,0,0
CUST-00897,46,72250.02,4,3,99.61,Month-to-month,1,1
CUST-00898,35,27462.89,4,1,37.66,One year,1,0
CUST-00899,29,27059.99,0,3,80.55,Month-to-month,1,0
CUST-00900,37,113830.65,7,2,96.08,Month-to-month,1,0
CUST-00785,51,125392.1,7,1,73.93,One year,0,1
CUST-00697,66,43287.13,5,1,83.9,One year,1,0
CUST-00424,57,64886.13,2,3,37.27,Two year,1,0
CUST-00814,19,30886.98,0,3,119.32,One year,1,1
CUST-00433,50,28275.3,8,0,54.91,Month-to-month,1,0
CUST-00739,18,40341.04,8,4,64.07,Month-to-month,0,0
CUST-00263,57,47038.18,15,2,106.47,Two year,0,0
CUST-00833,63,31481.64,1,5,68.82,Month-to-month,1,0
CUST-00290,19,43449.64,2,3,54.42,Month-to-month,0,0
CUST-00358,60,86359.21,7,4,85.21,Month-to-month,1,0
CUST-00662,58,94381.51,7,4,105.52,One year,0,0
CUST-00456,25,40133.35,11,1,57.06,Month-to-month,0,0
